,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1318854,250233,HB1239,HB1239,Increase the amount transferred from the health care and education enhancement trust funds.,Increase the amount transferred from the health care and education enhancement trust funds.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1239.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1239P.pdf
1318855,248982,HB1240,HB1240,Exempt certain sales of non-temperature-controlled baked goods from certain licensing requirements.,Exempt certain sales of non-temperature-controlled baked goods from certain licensing requirements.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1240.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1240ENR.pdf
1318856,249039,HB1241,HB1241,Revise certain penalties for the sale or service of an alcoholic beverage to a person under the age of twenty-one.,Revise certain penalties for the sale or service of an alcoholic beverage to a person under the age of twenty-one.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1241.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1241P.pdf
1318857,249491,HB1242,HB1242,Authorize the use of tribal identification cards as the equivalent of certain state-issued documents for identification purposes.,Authorize the use of tribal identification cards as the equivalent of certain state-issued documents for identification purposes.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1242.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1242ENR.pdf
1318858,250057,HB1243,HB1243,Revise the property tax levies for the general fund of a school district.,Revise the property tax levies for the general fund of a school district.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1243.json,2,2011-02-23,http://legis.state.sd.us/sessions/2011/Bills/HB1243HAP.pdf
1318859,250322,HB1244,HB1244,Make an appropriation for costs related to disasters in the state.,Make an appropriation for costs related to disasters in the state.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1244.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1244ENR.pdf
1318860,250187,HB1245,HB1245,Revise certain provisions regarding the travel reimbursements for county veterans' service officers.,Revise certain provisions regarding the travel reimbursements for county veterans' service officers.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1245.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1245ENR.pdf
1318861,250158,HB1246,HB1246,"Make an appropriation to reimburse certain family physicians, midlevel practitioners, and dentists who have complied with the requirements of the physician tuition reimbursement program, the midlevel tuition reimbursement program, and the dental tuition reimbursement program.","Make an appropriation to reimburse certain family physicians, midlevel practitioners, and dentists who have complied with the requirements of the physician tuition reimbursement program, the midlevel tuition reimbursement program, and the dental tuition reimbursement program.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1246.json,4,2011-03-09,http://legis.state.sd.us/sessions/2011/Bills/HB1246ENR.pdf
1318862,249354,HB1247,HB1247,Make an appropriation to fund property and sales tax refunds for certain elderly persons and persons with a disability.,Make an appropriation to fund property and sales tax refunds for certain elderly persons and persons with a disability.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1247.json,4,2011-03-08,http://legis.state.sd.us/sessions/2011/Bills/HB1247ENR.pdf
1318863,250301,HB1248,HB1248,Extend the sunset of the one-half percent increase in the gross receipts tax imposed on visitor-related businesses.,Extend the sunset of the one-half percent increase in the gross receipts tax imposed on visitor-related businesses.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1248.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1248ENR.pdf
1318864,249407,HB1249,HB1249,Authorize a carryover of the fiscal year 2011 state aid to special education appropriation to fiscal year 2012.,Authorize a carryover of the fiscal year 2011 state aid to special education appropriation to fiscal year 2012.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1249.json,4,2011-03-08,http://legis.state.sd.us/sessions/2011/Bills/HB1249ENR.pdf
1318865,249642,HB1250,HB1250,Revise certain provisions regarding the South Dakota opportunity scholarship program.,Revise certain provisions regarding the South Dakota opportunity scholarship program.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1250.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1250P.pdf
1318866,250161,HB1251,HB1251,"Appropriate money for the ordinary expenses of the legislative, judicial, and executive departments of the state, the expenses of state institutions, interest on the public debt, and for common schools.","Appropriate money for the ordinary expenses of the legislative, judicial, and executive departments of the state, the expenses of state institutions, interest on the public debt, and for common schools.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1251.json,4,2011-03-28,http://legis.state.sd.us/sessions/2011/Bills/HB1251ENR.pdf
1318867,250336,HB1252,HB1252,Grant certain authority to municipalities and counties regarding outdoor advertising structures.,Grant certain authority to municipalities and counties regarding outdoor advertising structures.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1252.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1252HLO.pdf
1318868,248996,HB1253,HB1253,Establish provisions for military and overseas voters.,Establish provisions for military and overseas voters.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1253.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1253P.pdf
1318869,249674,HB1254,HB1254,Prohibit the use of bisephenol A and cadmium in certain products.,Prohibit the use of bisephenol A and cadmium in certain products.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1254.json,1,2011-01-31,http://legis.state.sd.us/sessions/2011/Bills/HB1254P.pdf
1318870,250871,HB1255,HB1255,Provide for the award of joint physical custody of children under certain circumstances.,Provide for the award of joint physical custody of children under certain circumstances.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1255.json,2,2011-02-23,http://legis.state.sd.us/sessions/2011/Bills/HB1255SHE.pdf
1318871,250695,HB1256,HB1256,Revise certain provisions regarding the sale of new or used vehicles and the sale of certain emergency vehicles.,Revise certain provisions regarding the sale of new or used vehicles and the sale of certain emergency vehicles.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HB1256.json,4,2011-03-11,http://legis.state.sd.us/sessions/2011/Bills/HB1256ENR.pdf
1318872,219528,HC1001,HC1001,Honoring and supporting the Scotland Kuchen Feier on the occasion of its second annual event.,Honoring and supporting the Scotland Kuchen Feier on the occasion of its second annual event.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1001.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1001ENR.pdf
1318873,219529,HC1002,HC1002,"Honoring and supporting Czech Days in Tabor, South Dakota, on the occasion of its sixty-third anniversary.","Honoring and supporting Czech Days in Tabor, South Dakota, on the occasion of its sixty-third anniversary.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1002.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1002ENR.pdf
1318874,242934,HC1003,HC1003,"Commending and honoring the 2009-2010 Outstanding School Administrators of South Dakota: Dean Christensen, Deuel, School Superintendent; Susan Proefrock, Belle Fourche, School Business Official; Micy Highstreet, Tri-Valley, Elementary School Principal; Steve Benson, Deuel, Secondary School Principal; Kyley Cumbow, Pierre, Assistant Middle School Principal; Becky Guffin, Aberdeen, Curriculum Director and Kristi Wallin, Lennox, Director of Special Education for being named outstanding administrators by their respective administrator parent groups.","Commending and honoring the 2009-2010 Outstanding School Administrators of South Dakota: Dean Christensen, Deuel, School Superintendent; Susan Proefrock, Belle Fourche, School Business Official; Micy Highstreet, Tri-Valley, Elementary School Principal; Steve Benson, Deuel, Secondary School Principal; Kyley Cumbow, Pierre, Assistant Middle School Principal; Becky Guffin, Aberdeen, Curriculum Director and Kristi Wallin, Lennox, Director of Special Education for being named outstanding administrators by their respective administrator parent groups.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1003.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1003ENR.pdf
1318875,246549,HC1004,HC1004,Acknowledging the Hanson High School Football Team for winning three consecutive State 9A Football Championships.,Acknowledging the Hanson High School Football Team for winning three consecutive State 9A Football Championships.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1004.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1004ENR.pdf
1318876,246550,HC1005,HC1005,Acknowledging the Bridgewater-Ethan-Emery High School Football Team for winning the State 9AA Football Championship in 2010.,Acknowledging the Bridgewater-Ethan-Emery High School Football Team for winning the State 9AA Football Championship in 2010.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1005.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1005ENR.pdf
1318877,250739,HC1006,HC1006,Acknowledging the Canistota Hawks High School Football Team for winning the State 9B Football Championship in 2010.,Acknowledging the Canistota Hawks High School Football Team for winning the State 9B Football Championship in 2010.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1006.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1006ENR.pdf
1318878,251624,HC1007,HC1007,"Commending the South Dakota Dental Association, the Donated Dental Services Program, and the Delta Dental Plan of South Dakota for their care of the elderly and disabled in South Dakota.","Commending the South Dakota Dental Association, the Donated Dental Services Program, and the Delta Dental Plan of South Dakota for their care of the elderly and disabled in South Dakota.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1007.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1007ENR.pdf
1318879,252361,HC1008,HC1008,"Commending and honoring the Arlington Cardinals Girls State Class B Volleyball Championship Team, coaches, and staff.","Commending and honoring the Arlington Cardinals Girls State Class B Volleyball Championship Team, coaches, and staff.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1008.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1008ENR.pdf
1318880,263806,HC1009,HC1009,"Honoring 2011 Miss Rodeo America, McKenzie Haley.","Honoring 2011 Miss Rodeo America, McKenzie Haley.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1009.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1009ENR.pdf
1318881,266042,HC1010,HC1010,Honoring the 2010 State Champion Dell Rapids High School football team and the students and staff involved in the football program.,Honoring the 2010 State Champion Dell Rapids High School football team and the students and staff involved in the football program.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1010.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1010ENR.pdf
1318882,266306,HC1011,HC1011,"Congratulating and honoring Coach Don Meyer, from Aberdeen, South Dakota, the winningest college basketball coach in NCAA history.","Congratulating and honoring Coach Don Meyer, from Aberdeen, South Dakota, the winningest college basketball coach in NCAA history.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1011.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1011ENR.pdf
1318883,268928,HC1012,HC1012,Commending and honoring the forty-fifth anniversary of the Scottie Stampede Rodeo Days event and the Scotland Rodeo Club.,Commending and honoring the forty-fifth anniversary of the Scottie Stampede Rodeo Days event and the Scotland Rodeo Club.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1012.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1012ENR.pdf
1318884,271819,HC1013,HC1013,Commending and honoring the Mitchell School District Board of Education on its selection to receive the Associated School Boards of South Dakota School Board Award of Excellence for 2011.,Commending and honoring the Mitchell School District Board of Education on its selection to receive the Associated School Boards of South Dakota School Board Award of Excellence for 2011.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1013.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1013ENR.pdf
1318885,272046,HC1014,HC1014,"Honoring and commemorating the anniversary in 2011 of the fifty-third annual Schmeckfest in Freeman, South Dakota.","Honoring and commemorating the anniversary in 2011 of the fifty-third annual Schmeckfest in Freeman, South Dakota.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1014.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1014ENR.pdf
1318886,271434,HC1015,HC1015,Honoring Mary Jo May on her participation and achievements in the Washington Internships for Native Students program.,Honoring Mary Jo May on her participation and achievements in the Washington Internships for Native Students program.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1015.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1015ENR.pdf
1318887,274109,HC1016,HC1016,Recognizing and honoring James and Theresa Sedlacek on receiving the 2009 Spark Plug of Scotland Award.,Recognizing and honoring James and Theresa Sedlacek on receiving the 2009 Spark Plug of Scotland Award.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1016.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1016ENR.pdf
1318888,273773,HC1017,HC1017,Commending the 200th Camo Quilt Project for their support of the 200th Engineer Company of the South Dakota National Guard.,Commending the 200th Camo Quilt Project for their support of the 200th Engineer Company of the South Dakota National Guard.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1017.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1017ENR.pdf
1318889,276893,HC1018,HC1018,Recognizing and congratulating the Garretson High School Girls' Cross Country Team for an outstanding season and for winning the 2010 State Class A Girls' Cross Country Championship.,Recognizing and congratulating the Garretson High School Girls' Cross Country Team for an outstanding season and for winning the 2010 State Class A Girls' Cross Country Championship.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1018.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1018ENR.pdf
1318890,285884,HC1019,HC1019,"Honoring, commending, and thanking the 2010 retirees of the South Dakota Highway Patrol.","Honoring, commending, and thanking the 2010 retirees of the South Dakota Highway Patrol.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1019.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1019ENR.pdf
1318891,286909,HC1020,HC1020,"Commending and honoring David Linngren, a member of the Watertown School District Board of Education, on his selection as the Associated School Boards of South Dakota Outstanding School Board Member of South Dakota for 2010.","Commending and honoring David Linngren, a member of the Watertown School District Board of Education, on his selection as the Associated School Boards of South Dakota Outstanding School Board Member of South Dakota for 2010.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1020.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1020ENR.pdf
1318892,290366,HC1021,HC1021,Congratulating and commending the White River High School Boys Basketball Team for its State Class B Championship and successful 2009-2010 season.,Congratulating and commending the White River High School Boys Basketball Team for its State Class B Championship and successful 2009-2010 season.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1021.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1021ENR.pdf
1318893,290660,HC1022,HC1022,Honoring the South Dakota Health Care Association on the occasion of its sixtieth anniversary.,Honoring the South Dakota Health Care Association on the occasion of its sixtieth anniversary.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1022.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1022ENR.pdf
1318894,291106,HC1023,HC1023,"Congratulating and honoring the Flandreau Fliers High School Football Team, its coaches, and student managers for their 2010 South Dakota State 11B Championship season.","Congratulating and honoring the Flandreau Fliers High School Football Team, its coaches, and student managers for their 2010 South Dakota State 11B Championship season.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1023.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1023ENR.pdf
1318895,291450,HC1024,HC1024,Honoring Randy Parry for his work with the Maroney Rural Learning Center and his contributions to rural South Dakota.,Honoring Randy Parry for his work with the Maroney Rural Learning Center and his contributions to rural South Dakota.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1024.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1024ENR.pdf
1318896,292268,HC1025,HC1025,"Honoring Hannah Gacke, Jared Koch, and Aleksey Voznyuk from Washington High School in Sioux Falls, South Dakota, as finalists for the Merit Scholarship Awards.","Honoring Hannah Gacke, Jared Koch, and Aleksey Voznyuk from Washington High School in Sioux Falls, South Dakota, as finalists for the Merit Scholarship Awards.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1025.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1025ENR.pdf
1318897,291570,HC1026,HC1026,Commending and honoring the 2010 boys and girls track individual champions of Washington High School for their outstanding athletic performance at the 2010 State AA Track Meet.,Commending and honoring the 2010 boys and girls track individual champions of Washington High School for their outstanding athletic performance at the 2010 State AA Track Meet.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1026.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1026ENR.pdf
1318898,291795,HC1027,HC1027,Commending and honoring Representative Stephanie Herseth Sandlin for her six and a half years of service in the U.S. House of Representatives.,Commending and honoring Representative Stephanie Herseth Sandlin for her six and a half years of service in the U.S. House of Representatives.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1027.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1027ENR.pdf
1318899,292493,HC1028,HC1028,"Honoring and commemorating Tripp-Delmont/Armour boys basketball head coach Burnell Glanzer on earning his 600th career win on February 24, 2011.","Honoring and commemorating Tripp-Delmont/Armour boys basketball head coach Burnell Glanzer on earning his 600th career win on February 24, 2011.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1028.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1028ENR.pdf
1318900,293451,HC1029,HC1029,Commending and honoring the life of former Lieutenant Governor William Dougherty for his years of service to South Dakota.,Commending and honoring the life of former Lieutenant Governor William Dougherty for his years of service to South Dakota.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1029.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1029ENR.pdf
1318901,293626,HC1030,HC1030,"Congratulating Aberdeen, South Dakota, for its recognition as one of the 100 Best Communities for Young People.","Congratulating Aberdeen, South Dakota, for its recognition as one of the 100 Best Communities for Young People.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1030.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1030ENR.pdf
1318902,293686,HC1031,HC1031,Honoring former Governor M. Michael Rounds for his service as a South Dakota State Senator and the thirty-first Governor of South Dakota.,Honoring former Governor M. Michael Rounds for his service as a South Dakota State Senator and the thirty-first Governor of South Dakota.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1031.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1031ENR.pdf
1318903,293444,HC1032,HC1032,"Congratulating and honoring the Sioux Falls Washington Warriors High School Football Team, its coaches, and student managers for their 2010 South Dakota State 11AA Championship season.","Congratulating and honoring the Sioux Falls Washington Warriors High School Football Team, its coaches, and student managers for their 2010 South Dakota State 11AA Championship season.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1032.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1032ENR.pdf
1318904,293583,HC1033,HC1033,Honoring and congratulating the 2010 State AA Girls Basketball Championship team from Sioux Falls Washington High School.,Honoring and congratulating the 2010 State AA Girls Basketball Championship team from Sioux Falls Washington High School.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1033.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1033ENR.pdf
1318905,293486,HC1034,HC1034,Honoring and commemorating the success of the Sioux Falls Washington High School Competitive Cheer Squad for their 2010 State AA Championship season.,Honoring and commemorating the success of the Sioux Falls Washington High School Competitive Cheer Squad for their 2010 State AA Championship season.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1034.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1034ENR.pdf
1318906,293688,HC1035,HC1035,Honoring and commemorating the success of the Sioux Falls Washington High School Competitive Dance Team for their 2010 State AA Championship season.,Honoring and commemorating the success of the Sioux Falls Washington High School Competitive Dance Team for their 2010 State AA Championship season.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1035.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1035ENR.pdf
1318907,295148,HC1036,HC1036,Honoring and commemorating the Sioux Falls Washington High School Girls Bowling Team on winning the 2011 State AA Girls Bowling Championship title.,Honoring and commemorating the Sioux Falls Washington High School Girls Bowling Team on winning the 2011 State AA Girls Bowling Championship title.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1036.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1036ENR.pdf
1318908,295237,HC1037,HC1037,"Commending and congratulating SaiSai Chen, a junior at Lincoln High School in Sioux Falls, on her attainment of a perfect score on the SAT Reasoning Test.","Commending and congratulating SaiSai Chen, a junior at Lincoln High School in Sioux Falls, on her attainment of a perfect score on the SAT Reasoning Test.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1037.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1037ENR.pdf
1318909,295170,HC1038,HC1038,"Commending and congratulating Sioux Falls Lincoln High School graduates, Renugan Raidoo and Sarah Swenson, on being named Rhodes Scholars for 2011.","Commending and congratulating Sioux Falls Lincoln High School graduates, Renugan Raidoo and Sarah Swenson, on being named Rhodes Scholars for 2011.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1038.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1038ENR.pdf
1318910,295992,HC1039,HC1039,Commending and honoring SrA Blaine H. Reynolds for his selection as the South Dakota Air National Guard Airman of the Year.,Commending and honoring SrA Blaine H. Reynolds for his selection as the South Dakota Air National Guard Airman of the Year.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1039.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1039ENR.pdf
1318911,295598,HC1040,HC1040,Commending and honoring Tsgt Jason C. Mark for his selection as the South Dakota Air National Guard Noncommissioned Officer of the Year.,Commending and honoring Tsgt Jason C. Mark for his selection as the South Dakota Air National Guard Noncommissioned Officer of the Year.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1040.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1040ENR.pdf
1318912,295979,HC1041,HC1041,Commending and honoring MSgt Jonathan L. Goehring for his selection as the South Dakota Air National Guard Senior Noncommissioned Officer of the Year.,Commending and honoring MSgt Jonathan L. Goehring for his selection as the South Dakota Air National Guard Senior Noncommissioned Officer of the Year.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1041.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1041ENR.pdf
1318913,295380,HC1042,HC1042,Commending and honoring TSgt Thomas D. Dummermuth for his selection as the South Dakota Air National Guard Honor Guard Member of the Year.,Commending and honoring TSgt Thomas D. Dummermuth for his selection as the South Dakota Air National Guard Honor Guard Member of the Year.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1042.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1042ENR.pdf
1318914,296012,HC1043,HC1043,Commending and honoring MSgt Scott H. Leebens for his selection as the South Dakota Air National Guard Outstanding First Sergeant of the Year.,Commending and honoring MSgt Scott H. Leebens for his selection as the South Dakota Air National Guard Outstanding First Sergeant of the Year.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1043.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1043ENR.pdf
1318915,295961,HC1044,HC1044,Commending and honoring Sgt. Tanner Haines for his selection as the South Dakota Army National Guard Noncommissioned Officer of the Year (NCO) award.,Commending and honoring Sgt. Tanner Haines for his selection as the South Dakota Army National Guard Noncommissioned Officer of the Year (NCO) award.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1044.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1044ENR.pdf
1318916,295518,HC1045,HC1045,Commending and honoring all the personnel of the South Dakota Air National Guard's 114th Fighter Wing for their selection as the most outstanding Air National Guard fighter unit in the nation.,Commending and honoring all the personnel of the South Dakota Air National Guard's 114th Fighter Wing for their selection as the most outstanding Air National Guard fighter unit in the nation.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1045.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1045ENR.pdf
1318917,296143,HC1046,HC1046,Commending and honoring Spc. Rob Buechler for his selection as the South Dakota Army National Guard Soldier of the Year award.,Commending and honoring Spc. Rob Buechler for his selection as the South Dakota Army National Guard Soldier of the Year award.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1046.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1046ENR.pdf
1318918,296406,HC1047,HC1047,"Commending and honoring Senior Master Sergeant Jimmy Weber, United States Air Force, a South Dakota native son, for his tireless efforts in supporting charitable causes in South Dakota, Nebraska, and within the armed forces, all the while serving on active duty in the service of our country.","Commending and honoring Senior Master Sergeant Jimmy Weber, United States Air Force, a South Dakota native son, for his tireless efforts in supporting charitable causes in South Dakota, Nebraska, and within the armed forces, all the while serving on active duty in the service of our country.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1047.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1047ENR.pdf
1318919,296220,HC1048,HC1048,Endorsing the Read Across America program.,Endorsing the Read Across America program.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1048.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1048ENR.pdf
1318920,296243,HC1049,HC1049,Honoring the Webster Bearcats for winning the 2011 State B Wrestling Championship.,Honoring the Webster Bearcats for winning the 2011 State B Wrestling Championship.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1049.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1049ENR.pdf
1318921,296416,HC1050,HC1050,Honoring and recognizing Logan Storley on his state wrestling championship for the Webster High School Bearcats.,Honoring and recognizing Logan Storley on his state wrestling championship for the Webster High School Bearcats.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1050.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1050ENR.pdf
1318922,297284,HC1051,HC1051,"Commending and honoring Special Warfare Operator Second Class (SO2) Timothy J. Amdahl, United States Navy, a South Dakota native son, for his exemplary performance of duty while in the service of our country.","Commending and honoring Special Warfare Operator Second Class (SO2) Timothy J. Amdahl, United States Navy, a South Dakota native son, for his exemplary performance of duty while in the service of our country.",SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1051.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1051ENR.pdf
1318923,297048,HC1052,HC1052,Commemorating the one hundred twenty-fifth anniversary of the Rapid City Area Chamber of Commerce.,Commemorating the one hundred twenty-fifth anniversary of the Rapid City Area Chamber of Commerce.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1052.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1052ENR.pdf
1318924,297933,HC1053,HC1053,Commending and honoring Keith Cutler for his dedication to developing and promoting the sport of baseball throughout the state of South Dakota.,Commending and honoring Keith Cutler for his dedication to developing and promoting the sport of baseball throughout the state of South Dakota.,SD,2011 Regular Session,bill_data\SD\2011-2011_Regular_Session\bill\HC1053.json,0,,http://legis.state.sd.us/sessions/2011/Bills/HC1053ENR.pdf
